Film,Country,Citation Count,Film tconst,Film Year,Citing Film,Citing Film tconst,Citing Film Year,Citing Film Country
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Balls of Fury (2007),tt0424823,2007,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Littleman (2006),tt0430304,2006,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,10 to Midnight (1983),tt0085121,1983,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Saturday Night Fever (1977),tt0076666,1977,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Star Wars: Episode I - The Phantom Menace (1999),tt0120915,1999,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Boogie Nights (1997),tt0118749,1997,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Lethal Weapon 4 (1998),tt0122151,1998,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Lion King (1994),tt14571278,1994,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,X-Men (2000),tt0120903,2000,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Matrix (1999),tt0133093,1999,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Gladiator (2000),tt0172495,2000,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Star Wars: Episode II - Attack of the Clones (2002),tt0121765,2002,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Adjust Your Tracking (2013),tt2395133,2013,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Dynamite Brothers (1974),tt0132933,1974,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,It Lives Again (1978),tt0077756,1978,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Green Hornet (2011),tt0990407,2011,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Kentucky Fried Movie (1977),tt0076257,1977,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Rush Hour (1998),tt0120812,1998,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Austin Powers: The Spy Who Shagged Me (1999),tt0145660,1999,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Alice Goodbody (1974),tt0072625,1974,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Black Dynamite (2009),tt1190536,2009,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Dumb and Dumber (1994),tt0109686,1994,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Bloodsport (1988),tt0092675,1988,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Undercover Brother (2002),tt0279493,2002,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Wild Life (1984),tt0088402,1984,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,I Still Know What You Did Last Summer (1998),tt0130018,1998,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Dragon: The Bruce Lee Story (1993),tt0106770,1993,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Shadow (1994),tt0111143,1994,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Crow (1994),tt0109506,1994,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Beverly Hills Ninja (1997),tt0118708,1997,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Film Geek (2005),tt0443506,2005,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Mortal Kombat (1995),tt0113855,1995,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Blood and Bone (2009),tt0346631,2009,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Bloodbrothers (1978),tt0078878,1978,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Bloodfist II (1990),tt0099155,1990,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Chicken Run (2000),tt0120630,2000,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Certified Mail (1974),tt0123650,1974,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Conan the Destroyer (1984),tt0087078,1984,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Finishing the Game: The Search for a New Bruce Lee (2007),tt0843850,2007,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Cop Out (2010),tt1385867,2010,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Couples Retreat (2009),tt1078940,2009,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Pink Panther Strikes Again (1976),tt0075066,1976,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,DOA: Dead or Alive (2006),tt0398913,2006,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Deadbeat at Dawn (1988),tt0099377,1988,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Love Guru (2008),tt0811138,2008,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Domino (2005),tt0421054,2005,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Dreamscape (1984),tt0087175,1984,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Drillbit Taylor (2008),tt0817538,2008,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Enter Another Dragon (1981),tt0082331,1981,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Epic Movie (2007),tt0799949,2007,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s (2012),tt2015367,2012,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Master of Disguise (2002),tt0295427,2002,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Films of Fury: The Kung Fu Movie Movie (2011),tt1779401,2011,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Tango & Cash (1989),tt0098439,1989,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Hot Shots! Part Deux (1993),tt0107144,1993,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Gemini Affair (1975),tt0071543,1975,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Inside Deep Throat (2005),tt0418753,2005,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Inspector Gadget (1999),tt0141369,1999,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Kung Phooey! (2003),tt0282667,2003,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Last Dragon (1985),tt0089461,1985,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Million Dollar Hotel (2000),tt0120753,2000,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Nightmare Alley (2010),tt1620557,2010,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Rugrats in Paris: The Movie - Rugrats II (2000),tt0213203,2000,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Stripped to Kill (1987),tt0094061,1987,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Shafted! (2000),tt0147486,2000,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Sledge: The Untold Story (2005),tt0337887,2005,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Adventures of Sebastian Cole (1998),tt0168449,1998,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Boss Baby (2017),tt3874544,2017,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,The Slanted Screen (2006),tt0760185,2006,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,They Call Me Bruce? (1982),tt0084786,1982,USA
Enter the Dragon (1973),"Hong Kong,USA",0.003573174859893933,tt0070034,1973,Whipped (2000),tt0994993,2000,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Star Wars (1977),tt0076759,1977,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Star Wars: Episode I - The Phantom Menace (1999),tt0120915,1999,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The Lord of the Rings: The Two Towers (2002),tt0167261,2002,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,A Bug's Life (1998),tt6705128,1998,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Star Wars: Episode VI - Return of the Jedi (1983),tt0086190,1983,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The Wild Bunch (1969),tt0065214,1969,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The Magnificent Seven (1960),tt0054047,1960,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,¡Three Amigos! (1986),tt0092086,1986,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,A Century of Cinema (1994),tt0109390,1994,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Battle Beyond the Stars (1980),tt0080421,1980,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Django Unchained (2012),tt1853728,2012,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Saving Private Ryan (1998),tt0120815,1998,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Star Wars: Episode II - Attack of the Clones (2002),tt0121765,2002,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The Matrix Revolutions (2003),tt0242653,2003,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Star Wars: Episode III - Revenge of the Sith (2005),tt0121766,2005,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Alferd Packer: The Musical (1993),tt0115819,1993,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Batman v Superman: Dawn of Justice (2016),tt2975590,2016,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Conan the Barbarian (1982),tt0082198,1982,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The Crow (1994),tt0109506,1994,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Film Geek (2005),tt0443506,2005,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Showdown in Little Tokyo (1991),tt0102915,1991,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Dillinger (1973),tt0069976,1973,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Escape from Chernobourg (1999),tt0188600,1999,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Evil Dead (2013),tt1288558,2013,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The Mexican (2001),tt0236493,2001,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The 13th Warrior (1999),tt0120657,1999,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Ironclad (2011),tt1233301,2011,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Kill a Dragon (1967),tt0180781,1967,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Men of War (1994),tt0110490,1994,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Predators (2010),tt1424381,2010,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Rewind This! (2013),tt2395970,2013,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Screen Test (1985),tt0091909,1985,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,Second Sight (1989),tt0098276,1989,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The Legend of Hercules (2014),tt1043726,2014,USA
Shichinin no samurai (1954),Japan,0.0018806183473125964,tt0047478,1954,The Magnificent Seven (2016),tt2404435,2016,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Shrek (2001),tt0126029,2001,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Mr. & Mrs. Smith (2005),tt0356910,2005,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Kill Bill: Vol. 1 (2003),tt0266697,2003,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Pirates of the Caribbean: The Curse of the Black Pearl (2003),tt0325980,2003,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Zombieland (2009),tt1156398,2009,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Spider-Man (2002),tt0145487,2002,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Scary Movie (2000),tt0175142,2000,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Adjust Your Tracking (2013),tt2395133,2013,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Hulk (2003),tt0286716,2003,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,American Pie 2 (2001),tt0252866,2001,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,All That I Need (2005),tt0439434,2005,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Scary Movie 2 (2001),tt0257106,2001,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Scooby-Doo (2002),tt0267913,2002,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Austin Powers in Goldmember (2002),tt0295178,2002,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Jay and Silent Bob Strike Back (2001),tt0261392,2001,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Blade II (2002),tt0187738,2002,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Charlie's Angels: Full Throttle (2003),tt0305357,2003,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Film Geek (2005),tt0443506,2005,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,The Holiday (2006),tt0457939,2006,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,The Matrix Reloaded (2003),tt0234215,2003,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Being George Clooney (2016),tt3562572,2016,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Bulletproof Monk (2003),tt0245803,2003,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Cats & Dogs (2001),tt0239395,2001,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Cleanflix (2009),tt1007026,2009,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Harry Potter and the Chamber of Secrets (2002),tt0295297,2002,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Old School (2003),tt0302886,2003,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Films of Fury: The Kung Fu Movie Movie (2011),tt1779401,2011,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Front Cover (2015),tt3185602,2015,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,The Mummy Returns (2001),tt0209163,2001,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Gnomeo & Juliet (2011),tt0377981,2011,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Spy Kids (2001),tt0227538,2001,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Hoodwinked Too! Hood vs. Evil (2011),tt0844993,2011,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Joe Somebody (2001),tt0279889,2001,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Kung Phooey! (2003),tt0282667,2003,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Me and Earl and the Dying Girl (2015),tt2582496,2015,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Rush Hour 3 (2007),tt0293564,2007,USA
Wo hu cang long (2000),"Taiwan,Hong Kong,USA,China",0.0017677812464738406,tt0190332,2000,Witless Protection (2008),tt1001562,2008,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,Bio-Dome (1996),tt0115683,1996,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,Comic-Con Episode IV: A Fan's Hope (2011),tt1605782,2011,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,Men in Black II (2002),tt0120912,2002,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,Malibu's Most Wanted (2003),tt0328099,2003,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),tt0409034,2005,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,Monsters vs. Aliens (2009),tt0892782,2009,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,My Soul to Take (2010),tt0872230,2010,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,RiffTrax Live: Manos - The Hands of Fate (2012),tt2183080,2012,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,The American Nightmare (2000),tt0259182,2000,USA
Mosura (1961),Japan,0.0016925565125813368,tt0055198,1961,The Haunted Mansion (2003),tt0338094,2003,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,Blue Sunshine (1977),tt0074226,1977,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,Suburban Commando (1991),tt0103003,1991,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,The Nutty Professor (1996),tt0117218,1996,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,Reign of Fire (2002),tt0253556,2002,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,For Colored Girls (2010),tt1405500,2010,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,Frankenweenie (2012),tt1142977,2012,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,Intent to Kill (1958),tt0051781,1958,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,Invasion Earth: The Aliens Are Here (1988),tt0093272,1988,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,Marilyn Hotchkiss' Ballroom Dancing & Charm School (2005),tt0409034,2005,USA
Sora no daikaijû Radon (1956),Japan,0.0016173317786888329,tt0049782,1956,To Be Takei (2014),tt2174896,2014,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Freddy vs. Jason (2003),tt0329101,2003,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Adjust Your Tracking (2013),tt2395133,2013,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Beavis and Butt-Head Do America (1996),tt0115641,1996,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Crank: High Voltage (2009),tt1121931,2009,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Dahmer vs. Gacy (2010),tt1335986,2010,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,King Kong (2005),tt0360717,2005,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Godzilla vs. Kong (2020),tt5034838,2020,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Hoodwinked Too! Hood vs. Evil (2011),tt0844993,2011,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Invasion Earth: The Aliens Are Here (1988),tt0093272,1988,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Snuff: A Documentary About Killing on Camera (2008),tt1237926,2008,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,Terror in the Aisles (1984),tt0088249,1984,USA
Kingu Kongu tai Gojira (1962),"Japan,USA",0.0015797194117425808,tt13364334,1962,The Fields (2011),tt1401236,2011,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Star Wars (1977),tt0076759,1977,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Rising Sun (1993),tt0107969,1993,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Kill Bill: Vol. 1 (2003),tt0266697,2003,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Raiders of the Lost Ark (1981),tt0082971,1981,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,The Warriors (1979),tt0080120,1979,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,A Million Ways to Die in the West (2014),tt2557490,2014,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,The Princess Bride (1987),tt0093779,1987,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,American Beauty (1999),tt0169547,1999,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Brainscan (1994),tt0109327,1994,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Punisher: War Zone (2008),tt0450314,2008,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Miller's Crossing (1990),tt0100150,1990,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Desperate Living (1977),tt0075936,1977,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Last Man Standing (1996),tt0116830,1996,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Beantown (2007),tt0981215,2007,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Black Sunshine: Conversations with T.F. Mou (2011),tt1544579,2011,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,The Bodyguard (1992),tt0103855,1992,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Wild at Heart (1990),tt0100935,1990,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Support Your Local Gunfighter (1971),tt0067809,1971,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Mars Attacks! (1996),tt0116996,1996,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,EuroTrip (2004),tt0356150,2004,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,The Warrior and the Sorceress (1984),tt0088379,1984,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Kubo and the Two Strings (2016),tt4302938,2016,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Legend of the Phantom Rider (2002),tt0210223,2002,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Lucky Number Slevin (2006),tt0425210,2006,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Sydney White (2007),tt0815244,2007,USA
Yôjinbô (1961),Japan,0.0014292699439575733,tt0055630,1961,Zeitgeist (2004),tt4591094,2004,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Dark City (1998),tt0118929,1998,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Star Wars: Episode I - The Phantom Menace (1999),tt0120915,1999,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Inception (2010),tt1375666,2010,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Heat (1995),tt0113277,1995,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,The Matrix (1999),tt0133093,1999,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Star Wars: Episode II - Attack of the Clones (2002),tt0121765,2002,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,AMV Hell 3: The Motion Picture (2005),tt5230508,2005,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,The Matrix Revolutions (2003),tt0242653,2003,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Star Wars: Episode III - Revenge of the Sith (2005),tt0121766,2005,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Hulk (2003),tt0286716,2003,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Adventures in Plymptoons! (2011),tt1691448,2011,USA
Akira (1988),Japan,0.0013916575770113212,tt0094625,1988,Terminator 3: Rise of the Machines (2003),tt0181852,2003,USA
